http://data.linkedmdb.org/resource/movie/actor_actorid http://dbpedia.org/ontology/ageRange 0.001137134 0.18988095 0.0 0.06304734
http://data.linkedmdb.org/resource/movie/actor_actorid http://dbpedia.org/ontology/areaCode 0.24690205 0.20416667 0.04234897 0.16529685
http://data.linkedmdb.org/resource/movie/actor_actorid http://dbpedia.org/ontology/ceeb 0.015252333 0.20833334 0.0 0.0739358
http://data.linkedmdb.org/resource/movie/actor_actorid http://dbpedia.org/ontology/classes 0.0025804194 0.15476191 0.0 0.051948775
http://data.linkedmdb.org/resource/movie/actor_actorid http://dbpedia.org/ontology/cmykCoordinateBlack 0.0030177787 0.16593915 0.0 0.05578597
http://data.linkedmdb.org/resource/movie/actor_actorid http://dbpedia.org/ontology/cmykCoordinateCyanic 0.003367666 0.16435187 0.0 0.055381123
http://data.linkedmdb.org/resource/movie/actor_actorid http://dbpedia.org/ontology/cmykCoordinateMagenta 0.003979969 0.1603836 0.0 0.05427978
http://data.linkedmdb.org/resource/movie/actor_actorid http://dbpedia.org/ontology/cmykCoordinateYellow 0.003979969 0.16593915 0.0 0.056113113
http://data.linkedmdb.org/resource/movie/actor_actorid http://dbpedia.org/ontology/cosparId 0.002274268 0.18333334 0.0 0.061273254
http://data.linkedmdb.org/resource/movie/actor_actorid http://dbpedia.org/ontology/electionMajority 0.043094836 0.17738095 0.0 0.07318796
http://data.linkedmdb.org/resource/movie/actor_actorid http://dbpedia.org/ontology/espnId 1.7485574E-4 0.17738096 0.0 0.058595173
http://data.linkedmdb.org/resource/movie/actor_actorid http://dbpedia.org/ontology/facultySize 0.045940336 0.17738095 0.0 0.074155435
http://data.linkedmdb.org/resource/movie/actor_actorid http://dbpedia.org/ontology/failedLaunches 8.747185E-4 0.16904762 0.0 0.056083124
http://data.linkedmdb.org/resource/movie/actor_actorid http://dbpedia.org/ontology/floorCount 0.0055097626 0.22500001 0.041447196 0.0898009
http://data.linkedmdb.org/resource/movie/actor_actorid http://dbpedia.org/ontology/hsvCoordinateHue 0.008834464 0.15363757 0.0 0.053704116
