http://data.linkedmdb.org/resource/movie/runtime http://dbpedia.org/ontology/Automobile/fuelCapacity 0.02004008 0.15476191 0.0 0.05788506
http://data.linkedmdb.org/resource/movie/runtime http://dbpedia.org/ontology/Automobile/wheelbase 0.23573573 0.125 0.0 0.12140015
http://data.linkedmdb.org/resource/movie/runtime http://dbpedia.org/ontology/AutomobileEngine/cylinderBore 0.13138686 0.15476191 0.0 0.09574296
http://data.linkedmdb.org/resource/movie/runtime http://dbpedia.org/ontology/AutomobileEngine/displacement 0.10114192 0.1 0.0 0.06738826
http://data.linkedmdb.org/resource/movie/runtime http://dbpedia.org/ontology/AutomobileEngine/height 0.007952286 0.14285715 0.0 0.049846638
http://data.linkedmdb.org/resource/movie/runtime http://dbpedia.org/ontology/AutomobileEngine/length 0.0 0.16666667 0.0 0.055000003
http://data.linkedmdb.org/resource/movie/runtime http://dbpedia.org/ontology/AutomobileEngine/pistonStroke 0.13718411 0.16666667 0.0 0.1016426
http://data.linkedmdb.org/resource/movie/runtime http://dbpedia.org/ontology/AutomobileEngine/powerOutput 0.094736844 0.17142858 0.0 0.08878196
http://data.linkedmdb.org/resource/movie/runtime http://dbpedia.org/ontology/AutomobileEngine/torqueOutput 0.113502935 0.18333334 0.0 0.099091
http://data.linkedmdb.org/resource/movie/runtime http://dbpedia.org/ontology/AutomobileEngine/weight 0.047058824 0.14285715 0.0 0.06314286
http://data.linkedmdb.org/resource/movie/runtime http://dbpedia.org/ontology/AutomobileEngine/width 0.003968254 0.16666667 0.0 0.05634921
http://data.linkedmdb.org/resource/movie/runtime http://dbpedia.org/ontology/Building/floorArea 0.13912272 0.14285715 0.0 0.09444459
http://data.linkedmdb.org/resource/movie/runtime http://dbpedia.org/ontology/MeanOfTransportation/diameter 0.10035843 0.14285715 0.0 0.08126472
http://data.linkedmdb.org/resource/movie/runtime http://dbpedia.org/ontology/MeanOfTransportation/height 0.2810334 0.14285715 0.0 0.14269422
http://data.linkedmdb.org/resource/movie/runtime http://dbpedia.org/ontology/MeanOfTransportation/length 0.10909091 0.16666667 0.0 0.09209091
http://data.linkedmdb.org/resource/movie/runtime http://dbpedia.org/ontology/MeanOfTransportation/mass 0.16474465 0.14285715 0.0 0.103156045
